id	departmento	Tipo trámite	URL
226	cofepris	260703	https://front.v30.ultrasist.net/cofepris/solicitud-permiso/datos
177	cofepris	260704	https://front.v30.ultrasist.net/cofepris/consulta/solicitud
227	cofepris	260901	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-sanitario-la-salud/solicitante
154	cofepris	260902	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-sanitario/solicitante
155	cofepris	260903	https://front.v30.ultrasist.net/cofepris/actualizacion-importacion/solictud
109	cofepris	260904	https://front.v30.ultrasist.net/cofepris/modificacion-del-permiso-sanitario-de-importacion-de-insumos/sanitary-permit
228	cofepris	260905	https://front.v30.ultrasist.net/cofepris/enmienda-permiso-sanitario/solictud
178	cofepris	260906	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-sanitario-importacion-maquila
229	cofepris	260907	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-importacion-tratamientos/solicitante
230	cofepris	260908	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-meds-uso/solicitante
231	cofepris	260909	https://front.v30.ultrasist.net/cofepris/medicamentos-donacion/solicitante
179	cofepris	260910	https://front.v30.ultrasist.net/cofepris/modificacion-al-permiso-sanitario/solicitante
110	cofepris	260911	https://front.v30.ultrasist.net/cofepris/modificacion-de-dispositivos/permiso-sanitario
111	cofepris	260912	https://front.v30.ultrasist.net/cofepris/mod-permiso-importacion/permiso-sanitario
232	cofepris	260913	https://front.v30.ultrasist.net/cofepris/modificacion-del-permiso/pantallas
233	cofepris	260914	https://front.v30.ultrasist.net/cofepris/importacion-de-insumos/pantallas
180	cofepris	260915	https://front.v30.ultrasist.net/cofepris/permiso-sanitario-dispositivos-medicos/permiso-sanitario-dispositivos-medicos
234	cofepris	260916	https://front.v30.ultrasist.net/cofepris/importar-suministros-medicos/solictud
235	cofepris	260917	https://front.v30.ultrasist.net/cofepris/permiso-importacion-module/modificacion-permiso
181	cofepris	260918	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-lab/modificacion-permiso-lab
459	cofepris	260919	https://front.v30.ultrasist.net/cofepris/importar-de-remedios-herbals/permiso-remedios-herbals
236	cofepris	261101	https://front.v30.ultrasist.net/cofepris/solicitud-modificacion
237	cofepris	261103	https://front.v30.ultrasist.net/cofepris/modificacion-permiso-importacion-medicamentos/modificacion-permiso-importacion-medicamentos
238	cofepris	261401	https://front.v30.ultrasist.net/cofepris/solicitud-modificacion-permiso-salida-territorio/solicitud
239	cofepris	261402	https://front.v30.ultrasist.net/cofepris/solicitud-modificacion-permiso-internacion/solicitud
182	cofepris	261601	https://front.v30.ultrasist.net/cofepris/correccion-interna-de-la-cofepris/correccion-interna-de-la-cofepris
240	cofepris	261701	https://front.v30.ultrasist.net/cofepris/cancelacion-peticion/pantallas
156	cofepris	261702	https://front.v30.ultrasist.net/cofepris/retiros-cofepris/pantallas
242	inbal	270101	https://front.v30.ultrasist.net/inbal/informacion-arte-exportar/pantallas
157	inbal	270201	https://front.v30.ultrasist.net/inbal/aviso-siglos/solicitud
243	inbal	270301	https://front.v30.ultrasist.net/inbal/aviso-importacion-plastica/Pantallas
241	inah	280101	https://front.v30.ultrasist.net/inah/permiso-de-exportacion/permiso
103	amecafe	290101	https://front.v30.ultrasist.net/amecafe/cafe-exportadores/cafe-exportadores
104	amecafe	290201	https://front.v30.ultrasist.net/amecafe/registrar-solicitud/solicitud
284	amecafe	290301	https://front.v30.ultrasist.net/amecafe/nacional-registro-del-cafe-exportadores/cafeExportadores
279	sener	300105	https://front.v30.ultrasist.net/sener/autorizacion-de-rayos-x/solicitud
407	aga	420101	https://front.v30.ultrasist.net/aga/registrar-proveedores/solicitud
313	aga	420102	https://front.v30.ultrasist.net/aga/concluir-relacion-de/solicitud
282	aga	420103	https://front.v30.ultrasist.net/aga/concluir-relacion/solicitud
105	aga	570101	https://front.v30.ultrasist.net/aga/cancelacion-servicios-extraordinarios/cancelacion-extraordinarios
134	aga	570102	https://front.v30.ultrasist.net/aga/registro-solicitud/solicitud
418	aga	630103	https://front.v30.ultrasist.net/aga/autorizacion-importacion-temporal/solicitud
195	aga	630104	https://front.v30.ultrasist.net/aga/equipo-e-instrumentos-musicales/solicitud
196	aga	630303	https://front.v30.ultrasist.net/aga/retorno-importacion-temporal/solicitud
197	aga	630307	https://front.v30.ultrasist.net/aga/aeronaves-en-retorno-temporal/solicitud
433	aga	640102	https://front.v30.ultrasist.net/aga/mantenimiento-marinas/solicitante
598	stps	680101	https://front.v30.ultrasist.net/stps/restriccion-importacion-trabajo-forzoso
